Batting_position ,BATTING,Team,Match,Match Number ,wicket_type,Runs ,Balls ,M,4s,6s,SR
4,Glenn Maxwell,Royal Challengers Bangalore,Kolkata Knight Riders vs Royal Challengers Bangalore,36,c Wiese b Varun,5,4,6,1,0,125
5,Mahipal Lomror,Royal Challengers Bangalore,Kolkata Knight Riders vs Royal Challengers Bangalore,36,c Russell b Varun,34,18,26,1,3,188.88
6,Dinesh Karthik †,Royal Challengers Bangalore,Kolkata Knight Riders vs Royal Challengers Bangalore,36,c Singh b Varun,22,18,33,1,1,122.22
7,Suyash Prabhudessai,Royal Challengers Bangalore,Kolkata Knight Riders vs Royal Challengers Bangalore,36,run out (sub [AS Roy]/Suyash Sharma),10,9,15,1,0,111.11
8,Wanindu Hasaranga,Royal Challengers Bangalore,Kolkata Knight Riders vs Royal Challengers Bangalore,36,c sub (AS Roy) b Russell,5,4,11,0,0,125
9,David Willey,Royal Challengers Bangalore,Kolkata Knight Riders vs Royal Challengers Bangalore,36,not out,11,10,16,1,0,110
10,Vijaykumar Vyshak,Royal Challengers Bangalore,Kolkata Knight Riders vs Royal Challengers Bangalore,36,not out,13,8,12,0,1,162.5
1,Yashasvi Jaiswal,Rajasthan Royals,Rajasthan Royals vs Chennai Super Kings ,37,c Rahane b Deshpande,77,43,67,8,4,179.06
2,Jos Buttler,Rajasthan Royals,Rajasthan Royals vs Chennai Super Kings ,37,c Dube b Jadeja,27,21,40,4,0,128.57
3,Sanju Samson (c)†,Rajasthan Royals,Rajasthan Royals vs Chennai Super Kings ,37,c Gaikwad b Deshpande,17,17,21,1,0,100
4,Shimron Hetmyer,Rajasthan Royals,Rajasthan Royals vs Chennai Super Kings ,37,b Theekshana,8,10,16,0,0,80
5,Dhruv Jurel,Rajasthan Royals,Rajasthan Royals vs Chennai Super Kings ,37,run out (†Dhoni),34,15,32,3,2,226.66
6,Devdutt Padikkal,Rajasthan Royals,Rajasthan Royals vs Chennai Super Kings ,37,not out,27,13,22,5,0,207.69
7,Ravichandran Ashwin,Rajasthan Royals,Rajasthan Royals vs Chennai Super Kings ,37,not out,1,1,3,0,0,100
1,Ruturaj Gaikwad,Chennai Super Kings ,Rajasthan Royals vs Chennai Super Kings ,37,c Padikkal b Zampa,47,29,45,5,1,162.06
2,Devon Conway,Chennai Super Kings ,Rajasthan Royals vs Chennai Super Kings ,37,c Sandeep Sharma b Zampa,8,16,28,1,0,50
3,Ajinkya Rahane,Chennai Super Kings ,Rajasthan Royals vs Chennai Super Kings ,37,c Buttler b Ashwin,15,13,23,0,0,115.38
4,Shivam Dube,Chennai Super Kings ,Rajasthan Royals vs Chennai Super Kings ,37,c Buttler b Yadav,52,33,52,2,4,157.57
5,Ambati Rayudu,Chennai Super Kings ,Rajasthan Royals vs Chennai Super Kings ,37,c Holder b Ashwin,0,2,4,0,0,0
6,Moeen Ali,Chennai Super Kings ,Rajasthan Royals vs Chennai Super Kings ,37,c †Samson b Zampa,23,12,21,2,2,191.66
7,Ravindra Jadeja,Chennai Super Kings ,Rajasthan Royals vs Chennai Super Kings ,37,not out,23,15,27,3,0,153.33
1,KL Rahul (c),Lucknow Super Giants ,Lucknow Super Giants vs Punjab Kings ,38,c Shahrukh Khan b Rabada,12,9,19,1,1,133.33
2,Kyle Mayers,Lucknow Super Giants ,Lucknow Super Giants vs Punjab Kings ,38,c Dhawan b Rabada,54,24,31,7,4,225
3,Ayush Badoni,Lucknow Super Giants ,Lucknow Super Giants vs Punjab Kings ,38,c Chahar b Livingstone,43,24,49,3,3,179.16
4,Marcus Stoinis,Lucknow Super Giants ,Lucknow Super Giants vs Punjab Kings ,38,c †Sharma b Curran,72,40,63,6,5,180
5,Nicholas Pooran †,Lucknow Super Giants ,Lucknow Super Giants vs Punjab Kings ,38,lbw b Arshdeep Singh,45,19,36,7,1,236.84
6,Deepak Hooda,Lucknow Super Giants ,Lucknow Super Giants vs Punjab Kings ,38,not out,11,6,12,2,0,183.33
7,Krunal Pandya,Lucknow Super Giants ,Lucknow Super Giants vs Punjab Kings ,38,not out,5,2,3,1,0,250
1,Prabhsimran Singh,Punjab Kings ,Lucknow Super Giants vs Punjab Kings ,38,c sub (DR Sams) b Naveen-ul-Haq,9,13,24,2,0,69.23
2,Shikhar Dhawan (c),Punjab Kings ,Lucknow Super Giants vs Punjab Kings ,38,c Pandya b Stoinis,1,2,5,0,0,50
3,Atharva Taide,Punjab Kings ,Lucknow Super Giants vs Punjab Kings ,38,c & b Ravi Bishnoi,66,36,67,8,2,183.33
4,Sikandar Raza,Punjab Kings ,Lucknow Super Giants vs Punjab Kings ,38,c Pandya b Yash Thakur,36,22,41,4,1,163.63
5,Liam Livingstone,Punjab Kings ,Lucknow Super Giants vs Punjab Kings ,38,lbw b Ravi Bishnoi,23,14,19,2,1,164.28
6,Sam Curran,Punjab Kings ,Lucknow Super Giants vs Punjab Kings ,38,c Badoni b Naveen-ul-Haq,21,11,24,2,1,190.9
7,Jitesh Sharma †,Punjab Kings ,Lucknow Super Giants vs Punjab Kings ,38,c Rahul b Yash Thakur,24,10,17,0,3,240
8,M Shahrukh Khan,Punjab Kings ,Lucknow Super Giants vs Punjab Kings ,38,c Ravi Bishnoi b Yash Thakur,6,9,18,0,0,66.66
9,Rahul Chahar,Punjab Kings ,Lucknow Super Giants vs Punjab Kings ,38,c Hooda b Yash Thakur,0,1,3,0,0,0
10,Kagiso Rabada,Punjab Kings ,Lucknow Super Giants vs Punjab Kings ,38,b Naveen-ul-Haq,0,1,5,0,0,0
11,Arshdeep Singh,Punjab Kings ,Lucknow Super Giants vs Punjab Kings ,38,not out,2,2,6,0,0,100
1,Narayan Jagadeesan †,Kolkata Knight Riders,Kolkata Knight Riders vs Gujarat Titans,39,lbw b Mohammed Shami,19,15,16,4,0,126.66
2,Rahmanullah Gurbaz,Kolkata Knight Riders,Kolkata Knight Riders vs Gujarat Titans,39,c Rashid Khan b Noor Ahmad,81,39,80,5,7,207.69
3,Shardul Thakur,Kolkata Knight Riders,Kolkata Knight Riders vs Gujarat Titans,39,c Sharma b Mohammed Shami,0,4,13,0,0,0
4,Venkatesh Iyer,Kolkata Knight Riders,Kolkata Knight Riders vs Gujarat Titans,39,lbw b Little,11,14,27,0,0,78.57
5,Nitish Rana (c),Kolkata Knight Riders,Kolkata Knight Riders vs Gujarat Titans,39,c Tewatia b Little,4,3,5,1,0,133.33
6,Rinku Singh,Kolkata Knight Riders,Kolkata Knight Riders vs Gujarat Titans,39,c Little b Noor Ahmad,19,20,33,0,1,95
7,Andre Russell,Kolkata Knight Riders,Kolkata Knight Riders vs Gujarat Titans,39,c Tewatia b Mohammed Shami,34,19,22,2,3,178.94
8,David Wiese,Kolkata Knight Riders,Kolkata Knight Riders vs Gujarat Titans,39,not out,8,6,13,0,1,133.33
1,Wriddhiman Saha †,Gujarat Titans,Kolkata Knight Riders vs Gujarat Titans,39,c Harshit Rana b Russell,10,10,21,1,0,100
2,Shubman Gill,Gujarat Titans,Kolkata Knight Riders vs Gujarat Titans,39,c Russell b Narine,49,35,53,8,0,140
3,Hardik Pandya (c),Gujarat Titans,Kolkata Knight Riders vs Gujarat Titans,39,lbw b Harshit Rana,26,20,28,2,1,130
4,Vijay Shankar,Gujarat Titans,Kolkata Knight Riders vs Gujarat Titans,39,not out,51,24,37,2,5,212.5
5,David Miller,Gujarat Titans,Kolkata Knight Riders vs Gujarat Titans,39,not out,32,18,32,2,2,177.77
1,Abhishek Sharma,Sunrisers Hyderabad ,Sunrisers Hyderabad  vs Delhi Capitals ,40,c Warner b AR Patel,67,36,62,12,1,186.11
2,Mayank Agarwal,Sunrisers Hyderabad ,Sunrisers Hyderabad  vs Delhi Capitals ,40,c †Salt b Sharma,5,6,15,1,0,83.33
3,Rahul Tripathi,Sunrisers Hyderabad ,Sunrisers Hyderabad  vs Delhi Capitals ,40,c Pandey b Marsh,10,6,12,0,1,166.66
4,Aiden Markram (c),Sunrisers Hyderabad ,Sunrisers Hyderabad  vs Delhi Capitals ,40,c AR Patel b Marsh,8,13,21,0,0,61.53
5,Harry Brook,Sunrisers Hyderabad ,Sunrisers Hyderabad  vs Delhi Capitals ,40,c AR Patel b Marsh,0,2,3,0,0,0
6,Heinrich Klaasen †,Sunrisers Hyderabad ,Sunrisers Hyderabad  vs Delhi Capitals ,40,not out,53,27,50,2,4,196.29
7,Abdul Samad,Sunrisers Hyderabad ,Sunrisers Hyderabad  vs Delhi Capitals ,40,c †Salt b Marsh,28,21,21,1,2,133.33
8,Akeal Hosein,Sunrisers Hyderabad ,Sunrisers Hyderabad  vs Delhi Capitals ,40,not out,16,10,17,1,1,160
1,David Warner (c),Delhi Capitals ,Sunrisers Hyderabad  vs Delhi Capitals ,40,b Kumar,0,2,2,0,0,0
2,Phil Salt †,Delhi Capitals ,Sunrisers Hyderabad  vs Delhi Capitals ,40,c & b Markande,59,35,53,9,0,168.57
3,Mitchell Marsh,Delhi Capitals ,Sunrisers Hyderabad  vs Delhi Capitals ,40,c Markram b Hosein,63,39,63,1,6,161.53
4,Manish Pandey,Delhi Capitals ,Sunrisers Hyderabad  vs Delhi Capitals ,40,st †Klaasen b Abhishek Sharma,1,3,5,0,0,33.33
5,Priyam Garg,Delhi Capitals ,Sunrisers Hyderabad  vs Delhi Capitals ,40,b Markande,12,9,15,1,0,133.33
6,Sarfaraz Khan,Delhi Capitals ,Sunrisers Hyderabad  vs Delhi Capitals ,40,b Natarajan,9,10,19,1,0,90
7,Axar Patel,Delhi Capitals ,Sunrisers Hyderabad  vs Delhi Capitals ,40,not out,29,14,24,1,2,207.14
8,Ripal Patel,Delhi Capitals ,Sunrisers Hyderabad  vs Delhi Capitals ,40,not out,11,8,16,1,0,137.5
1,Ruturaj Gaikwad,Chennai Super Kings ,Chennai Super Kings vs Punjab Kings ,41,st †Sharma b Sikandar Raza,37,31,47,4,1,119.35
2,Devon Conway,Chennai Super Kings ,Chennai Super Kings vs Punjab Kings ,41,not out,92,52,103,16,1,176.92
3,Shivam Dube,Chennai Super Kings ,Chennai Super Kings vs Punjab Kings ,41,c Shahrukh Khan b Arshdeep Singh,28,17,23,1,2,164.7
4,Moeen Ali,Chennai Super Kings ,Chennai Super Kings vs Punjab Kings ,41,st †Sharma b Chahar,10,6,12,2,0,166.66
5,Ravindra Jadeja,Chennai Super Kings ,Chennai Super Kings vs Punjab Kings ,41,c Livingstone b Curran,12,10,15,0,0,120
6,MS Dhoni (c)†,Chennai Super Kings ,Chennai Super Kings vs Punjab Kings ,41,not out,13,4,8,0,2,325
1,Prabhsimran Singh,Punjab Kings ,Chennai Super Kings vs Punjab Kings ,41,st †Dhoni b Jadeja,42,24,41,4,2,175
2,Shikhar Dhawan (c),Punjab Kings ,Chennai Super Kings vs Punjab Kings ,41,c Pathirana b Deshpande,28,15,24,4,1,186.66
3,Atharva Taide,Punjab Kings ,Chennai Super Kings vs Punjab Kings ,41,c & b Jadeja,13,17,26,0,0,76.47
4,Liam Livingstone,Punjab Kings ,Chennai Super Kings vs Punjab Kings ,41,c Gaikwad b Deshpande,40,24,38,1,4,166.66
5,Sam Curran,Punjab Kings ,Chennai Super Kings vs Punjab Kings ,41,b Pathirana,29,20,36,1,1,145
6,Jitesh Sharma †,Punjab Kings ,Chennai Super Kings vs Punjab Kings ,41,c sub (SK Rasheed) b Deshpande,21,10,21,2,1,210
7,M Shahrukh Khan,Punjab Kings ,Chennai Super Kings vs Punjab Kings ,41,not out,2,3,21,0,0,66.66
8,Sikandar Raza,Punjab Kings ,Chennai Super Kings vs Punjab Kings ,41,not out,13,7,9,1,0,185.71
1,Yashasvi Jaiswal,Rajasthan Royals,Rajasthan Royals vs Mumbai Indians ,42,c & b Arshad Khan,124,62,112,16,8,200
2,Jos Buttler,Rajasthan Royals,Rajasthan Royals vs Mumbai Indians ,42,c sub (Ramandeep Singh) b Chawla,18,19,40,2,1,94.73
3,Sanju Samson (c)†,Rajasthan Royals,Rajasthan Royals vs Mumbai Indians ,42,c Tilak Varma b Arshad Khan,14,10,15,1,1,140
4,Devdutt Padikkal,Rajasthan Royals,Rajasthan Royals vs Mumbai Indians ,42,b Chawla,2,4,6,0,0,50
5,Jason Holder,Rajasthan Royals,Rajasthan Royals vs Mumbai Indians ,42,c David b Archer,11,9,18,0,1,122.22
6,Shimron Hetmyer,Rajasthan Royals,Rajasthan Royals vs Mumbai Indians ,42,c Yadav b Arshad Khan,8,9,14,0,1,88.88
7,Dhruv Jurel,Rajasthan Royals,Rajasthan Royals vs Mumbai Indians ,42,c Tilak Varma b Meredith,2,3,6,0,0,66.66
8,Ravichandran Ashwin,Rajasthan Royals,Rajasthan Royals vs Mumbai Indians ,42,not out,8,5,20,1,0,160
9,Trent Boult,Rajasthan Royals,Rajasthan Royals vs Mumbai Indians ,42,not out,0,0,4,0,0,-
1,Rohit Sharma (c),Mumbai Indians ,Rajasthan Royals vs Mumbai Indians ,42,b Sandeep Sharma,3,5,12,0,0,60
2,Ishan Kishan †,Mumbai Indians ,Rajasthan Royals vs Mumbai Indians ,42,c Boult b Ashwin,28,23,44,4,0,121.73
3,Cameron Green,Mumbai Indians ,Rajasthan Royals vs Mumbai Indians ,42,c Boult b Ashwin,44,26,47,4,2,169.23
4,Suryakumar Yadav,Mumbai Indians ,Rajasthan Royals vs Mumbai Indians ,42,c Sandeep Sharma b Boult,55,29,49,8,2,189.65
5,Tilak Varma,Mumbai Indians ,Rajasthan Royals vs Mumbai Indians ,42,not out,29,21,63,3,1,138.09
6,Tim David,Mumbai Indians ,Rajasthan Royals vs Mumbai Indians ,42,not out,45,14,27,2,5,321.42
1,Virat Kohli,Royal Challengers Bangalore,Royal Challengers Bangalore vs Lucknow Super Giants ,43,st †Pooran b Ravi Bishnoi,31,30,42,3,0,103.33
2,Faf du Plessis (c),Royal Challengers Bangalore,Royal Challengers Bangalore vs Lucknow Super Giants ,43,c Pandya b Mishra,44,40,83,1,1,110
3,Anuj Rawat,Royal Challengers Bangalore,Royal Challengers Bangalore vs Lucknow Super Giants ,43,c Mayers b Gowtham,9,11,13,0,0,81.81
4,Glenn Maxwell,Royal Challengers Bangalore,Royal Challengers Bangalore vs Lucknow Super Giants ,43,lbw b Ravi Bishnoi,4,5,8,0,0,80
5,Suyash Prabhudessai,Royal Challengers Bangalore,Royal Challengers Bangalore vs Lucknow Super Giants ,43,c Gowtham b Mishra,6,7,10,0,0,85.71
6,Dinesh Karthik †,Royal Challengers Bangalore,Royal Challengers Bangalore vs Lucknow Super Giants ,43,run out (Yash Thakur),16,11,25,1,1,145.45
7,Mahipal Lomror,Royal Challengers Bangalore,Royal Challengers Bangalore vs Lucknow Super Giants ,43,lbw b Naveen-ul-Haq,3,4,7,0,0,75
8,Wanindu Hasaranga,Royal Challengers Bangalore,Royal Challengers Bangalore vs Lucknow Super Giants ,43,not out,8,7,14,1,0,114.28
9,Karn Sharma,Royal Challengers Bangalore,Royal Challengers Bangalore vs Lucknow Super Giants ,43,c Gowtham b Naveen-ul-Haq,2,2,5,0,0,100
10,Mohammed Siraj,Royal Challengers Bangalore,Royal Challengers Bangalore vs Lucknow Super Giants ,43,c †Pooran b Naveen-ul-Haq,0,1,3,0,0,0
11,Josh Hazlewood,Royal Challengers Bangalore,Royal Challengers Bangalore vs Lucknow Super Giants ,43,not out,1,2,3,0,0,50
1,Kyle Mayers,Lucknow Super Giants ,Royal Challengers Bangalore vs Lucknow Super Giants ,43,c Anuj Rawat b Mohammed Siraj,0,2,3,0,0,0
2,Ayush Badoni,Lucknow Super Giants ,Royal Challengers Bangalore vs Lucknow Super Giants ,43,c Kohli b Hazlewood,4,11,23,0,0,36.36
3,Krunal Pandya,Lucknow Super Giants ,Royal Challengers Bangalore vs Lucknow Super Giants ,43,c Kohli b Maxwell,14,11,17,3,0,127.27
4,Deepak Hooda,Lucknow Super Giants ,Royal Challengers Bangalore vs Lucknow Super Giants ,43,st †Karthik b de Silva,1,2,13,0,0,50
5,Marcus Stoinis,Lucknow Super Giants ,Royal Challengers Bangalore vs Lucknow Super Giants ,43,c Prabhudessai b Sharma,13,19,31,0,1,68.42
6,Nicholas Pooran †,Lucknow Super Giants ,Royal Challengers Bangalore vs Lucknow Super Giants ,43,c Lomror b Sharma,9,7,9,0,1,128.57
7,Krishnappa Gowtham,Lucknow Super Giants ,Royal Challengers Bangalore vs Lucknow Super Giants ,43,run out (sub [R Sonu Yadav]/†Karthik),23,13,20,1,2,176.92
8,Ravi Bishnoi,Lucknow Super Giants ,Royal Challengers Bangalore vs Lucknow Super Giants ,43,run out (Patel/†Karthik),5,10,19,0,0,50
9,Amit Mishra,Lucknow Super Giants ,Royal Challengers Bangalore vs Lucknow Super Giants ,43,c †Karthik b Patel,19,30,42,2,0,63.33
10,Naveen-ul-Haq,Lucknow Super Giants ,Royal Challengers Bangalore vs Lucknow Super Giants ,43,c †Karthik b Hazlewood,13,13,20,2,0,100
11,KL Rahul (c),Lucknow Super Giants ,Royal Challengers Bangalore vs Lucknow Super Giants ,43,not out,0,3,7,0,0,0
1,Phil Salt †,Delhi Capitals ,Delhi Capitals  vs Gujarat Titans,44,c Miller b Mohammed Shami,0,1,2,0,0,0
2,David Warner (c),Delhi Capitals ,Delhi Capitals  vs Gujarat Titans,44,run out (Rashid Khan),2,2,10,0,0,100
3,Priyam Garg,Delhi Capitals ,Delhi Capitals  vs Gujarat Titans,44,c †Saha b Mohammed Shami,10,14,26,0,0,71.42
4,Rilee Rossouw,Delhi Capitals ,Delhi Capitals  vs Gujarat Titans,44,c †Saha b Mohammed Shami,8,6,9,2,0,133.33
5,Manish Pandey,Delhi Capitals ,Delhi Capitals  vs Gujarat Titans,44,c †Saha b Mohammed Shami,1,4,7,0,0,25
6,Axar Patel,Delhi Capitals ,Delhi Capitals  vs Gujarat Titans,44,c Rashid Khan b Sharma,27,30,43,2,1,90
7,Aman Hakim Khan,Delhi Capitals ,Delhi Capitals  vs Gujarat Titans,44,c Manohar b Rashid Khan,51,44,62,3,3,115.9
8,Ripal Patel,Delhi Capitals ,Delhi Capitals  vs Gujarat Titans,44,c Pandya b Sharma,23,13,32,2,1,176.92
9,Anrich Nortje,Delhi Capitals ,Delhi Capitals  vs Gujarat Titans,44,not out,3,6,8,0,0,50
10,Kuldeep Yadav,Delhi Capitals ,Delhi Capitals  vs Gujarat Titans,44,not out,0,1,1,0,0,0
1,Wriddhiman Saha †,Gujarat Titans,Delhi Capitals  vs Gujarat Titans,44,c †Salt b Ahmed,0,6,6,0,0,0
2,Shubman Gill,Gujarat Titans,Delhi Capitals  vs Gujarat Titans,44,c Pandey b Nortje,6,7,18,1,0,85.71
3,Hardik Pandya (c),Gujarat Titans,Delhi Capitals  vs Gujarat Titans,44,not out,59,53,94,7,0,111.32
4,Vijay Shankar,Gujarat Titans,Delhi Capitals  vs Gujarat Titans,44,b Sharma,6,9,11,1,0,66.66
5,David Miller,Gujarat Titans,Delhi Capitals  vs Gujarat Titans,44,b Kuldeep Yadav,0,3,9,0,0,0
6,Abhinav Manohar,Gujarat Titans,Delhi Capitals  vs Gujarat Titans,44,c Aman Hakim Khan b Ahmed,26,33,44,0,1,78.78
7,Rahul Tewatia,Gujarat Titans,Delhi Capitals  vs Gujarat Titans,44,c Rossouw b Sharma,20,7,19,0,3,285.71
8,Rashid Khan,Gujarat Titans,Delhi Capitals  vs Gujarat Titans,44,not out,3,2,3,0,0,150
1,Manan Vohra,Lucknow Super Giants ,Lucknow Super Giants  vs Chennai Super Kings ,45,b Theekshana,10,11,27,1,0,90.9
2,Kyle Mayers,Lucknow Super Giants ,Lucknow Super Giants  vs Chennai Super Kings ,45,c Gaikwad b Ali,14,17,17,2,0,82.35
3,Karan Sharma,Lucknow Super Giants ,Lucknow Super Giants  vs Chennai Super Kings ,45,c & b Ali,9,16,32,0,0,56.25
4,Krunal Pandya (c),Lucknow Super Giants ,Lucknow Super Giants  vs Chennai Super Kings ,45,c Rahane b Theekshana,0,1,3,0,0,0
5,Marcus Stoinis,Lucknow Super Giants ,Lucknow Super Giants  vs Chennai Super Kings ,45,b Jadeja,6,4,5,1,0,150
6,Nicholas Pooran †,Lucknow Super Giants ,Lucknow Super Giants  vs Chennai Super Kings ,45,c Ali b Pathirana,20,31,46,0,0,64.51
7,Ayush Badoni,Lucknow Super Giants ,Lucknow Super Giants  vs Chennai Super Kings ,45,not out,59,33,41,2,4,178.78
8,Krishnappa Gowtham,Lucknow Super Giants ,Lucknow Super Giants  vs Chennai Super Kings ,45,c Rahane b Pathirana,1,3,10,0,0,33.33
1,Prabhsimran Singh,Punjab Kings ,Punjab Kings vs Mumbai Indians ,46,c †Ishan Kishan b Arshad Khan,9,7,8,1,0,128.57
2,Shikhar Dhawan (c),Punjab Kings ,Punjab Kings vs Mumbai Indians ,46,st †Ishan Kishan b Chawla,30,20,35,5,0,150
3,Matthew Short,Punjab Kings ,Punjab Kings vs Mumbai Indians ,46,b Chawla,27,26,46,2,1,103.84
4,Liam Livingstone,Punjab Kings ,Punjab Kings vs Mumbai Indians ,46,not out,82,42,65,7,4,195.23
5,Jitesh Sharma †,Punjab Kings ,Punjab Kings vs Mumbai Indians ,46,not out,49,27,46,5,2,181.48
1,Rohit Sharma (c),Mumbai Indians ,Punjab Kings vs Mumbai Indians ,46,c Short b R Dhawan,0,3,3,0,0,0
2,Ishan Kishan †,Mumbai Indians ,Punjab Kings vs Mumbai Indians ,46,c R Dhawan b Arshdeep Singh,75,41,80,7,4,182.92
3,Cameron Green,Mumbai Indians ,Punjab Kings vs Mumbai Indians ,46,c Chahar b Ellis,23,18,29,4,0,127.77
4,Suryakumar Yadav,Mumbai Indians ,Punjab Kings vs Mumbai Indians ,46,c Arshdeep Singh b Ellis,66,31,44,8,2,212.9
5,Tim David,Mumbai Indians ,Punjab Kings vs Mumbai Indians ,46,not out,19,10,21,3,0,190
6,Tilak Varma,Mumbai Indians ,Punjab Kings vs Mumbai Indians ,46,not out,26,10,15,1,3,260
1,Jason Roy,Kolkata Knight Riders,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,c Agarwal b Kartik Tyagi,20,19,27,4,0,105.26
2,Rahmanullah Gurbaz †,Kolkata Knight Riders,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,c Brook b Jansen,0,1,7,0,0,0
3,Venkatesh Iyer,Kolkata Knight Riders,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,c †Klaasen b Jansen,7,4,6,1,0,175
4,Nitish Rana (c),Kolkata Knight Riders,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,c & b Markram,42,31,46,3,3,135.48
5,Rinku Singh,Kolkata Knight Riders,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,c Abdul Samad b Natarajan,46,35,67,4,1,131.42
6,Andre Russell,Kolkata Knight Riders,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,c Natarajan b Markande,24,15,13,1,2,160
7,Sunil Narine,Kolkata Knight Riders,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,c Agarwal b Kumar,1,2,6,0,0,50
8,Shardul Thakur,Kolkata Knight Riders,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,c Abdul Samad b Natarajan,8,6,9,1,0,133.33
9,Anukul Roy,Kolkata Knight Riders,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,not out,13,7,11,2,0,185.71
10,Harshit Rana,Kolkata Knight Riders,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,run out (†Klaasen/Natarajan),0,1,2,0,0,0
11,Vaibhav Arora,Kolkata Knight Riders,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,not out,2,1,2,0,0,200
1,Abhishek Sharma,Sunrisers Hyderabad ,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,c Russell b Thakur,9,10,25,1,0,90
2,Mayank Agarwal,Sunrisers Hyderabad ,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,c †Rahmanullah Gurbaz b Harshit Rana,18,11,17,2,1,163.63
3,Rahul Tripathi,Sunrisers Hyderabad ,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,c Arora b Russell,20,9,17,3,1,222.22
4,Aiden Markram (c),Sunrisers Hyderabad ,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,c Singh b Arora,41,40,64,4,0,102.5
5,Harry Brook,Sunrisers Hyderabad ,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,lbw b AS Roy,0,4,6,0,0,0
6,Heinrich Klaasen †,Sunrisers Hyderabad ,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,c Russell b Thakur,36,20,34,1,3,180
7,Abdul Samad,Sunrisers Hyderabad ,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,c AS Roy b Varun,21,18,34,3,0,116.66
8,Marco Jansen,Sunrisers Hyderabad ,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,c †Rahmanullah Gurbaz b Arora,1,4,10,0,0,25
9,Bhuvneshwar Kumar,Sunrisers Hyderabad ,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,not out,5,5,16,1,0,100
10,Mayank Markande,Sunrisers Hyderabad ,Kolkata Knight Riders vs Sunrisers Hyderabad ,47,not out,1,2,6,0,0,50
1,Yashasvi Jaiswal,Rajasthan Royals,Rajasthan Royals vs Gujarat Titans,48,run out (Sharma/Rashid Khan),14,11,31,1,1,127.27
2,Jos Buttler,Rajasthan Royals,Rajasthan Royals vs Gujarat Titans,48,c Sharma b Pandya,8,6,10,2,0,133.33
3,Sanju Samson (c)†,Rajasthan Royals,Rajasthan Royals vs Gujarat Titans,48,c Pandya b Little,30,20,27,3,1,150
4,Devdutt Padikkal,Rajasthan Royals,Rajasthan Royals vs Gujarat Titans,48,b Noor Ahmad,12,12,30,1,0,100
5,Ravichandran Ashwin,Rajasthan Royals,Rajasthan Royals vs Gujarat Titans,48,b Rashid Khan,2,6,6,0,0,33.33
